"","x","y","no","mark"
"225",267.34665,191,10031,"left"
"226",229.64473,193.98622,10031,"left"
"227",194.03474,198.21286,10031,"left"
"228",165.32716,197.6663,10031,"left"
"229",150.61542,186.84619,10031,"left"
"230",149,185,10031,"left"
"231",287,191,10032,"left"
"232",260.8015,197.09924,10032,"left"
"233",240.8514,204.38791,10032,"left"
"234",214.5235,210.86913,10032,"left"
"235",193.2972,208.47102,10032,"left"
"236",179.47636,204.49213,10032,"left"
"237",178,204,10032,"left"
"238",151,207,10033,"right"
"239",185.70183,185.43272,10033,"right"
"240",209.13214,183,10033,"right"
"241",236.97159,182.05562,10033,"right"
"242",267.3109,177.30711,10033,"right"
"243",332,159,10033,"right"
"244",191,175,10034,"right"
"245",209,170,10034,"right"
"246",230.20825,165.35835,10034,"right"
"247",248.5,165,10034,"right"
"248",267.9885,170.74712,10034,"right"
"249",288.79666,177.9419,10034,"right"
"250",311.58582,185.19528,10034,"right"
"251",330.2492,185.86378,10034,"right"
"252",335,185,10034,"right"
"253",118,200,10035,"right"
"254",153.01059,188.22914,10035,"right"
"255",173.28009,185.71498,10035,"right"
"256",196.0611,183.78136,10035,"right"
"257",215.80205,183.7335,10035,"right"
"258",238.86595,182.6756,10035,"right"
"259",258.69345,182.82257,10035,"right"
"260",284.0869,180.72311,10035,"right"
"261",314.37573,173.94547,10035,"right"
"262",318,173,10035,"right"
"263",118,191,10036,"right"
"264",149.92046,183,10036,"right"
"265",184.6422,184.38211,10036,"right"
"266",213.98756,185,10036,"right"
"267",242.83994,183.78667,10036,"right"
"268",269.3034,183.26093,10036,"right"
"269",298.12747,181.65959,10036,"right"
"270",322.69205,173.36041,10036,"right"
"271",327,172,10036,"right"
"272",148,190,10037,"right"
"273",196.10414,174.66089,10037,"right"
"274",222.96565,176.69829,10037,"right"
"275",251.76485,179.52943,10037,"right"
"276",281.00748,186.94934,10037,"right"
"277",308.79538,191.9659,10037,"right"
"278",331.5,194,10037,"right"
"279",143,190,10038,"right"
"280",182.85468,181.84062,10038,"right"
"281",214.93996,183.9928,10038,"right"
"282",251.6753,187.38219,10038,"right"
"283",294.52466,191.25175,10038,"right"
"284",331.5,192.5,10038,"right"
"285",261,201,10039,"left"
"286",224.84534,202.87442,10039,"left"
"287",206.3217,205,10039,"left"
"288",175.65376,203,10039,"left"
"289",134.10138,204.24577,10039,"left"
"290",103.61719,204.58966,10039,"left"
"291",78.30948,206.04315,10039,"left"
"292",179,185,10040,"right"
"293",218.2724,190.81157,10040,"right"
"294",240.95638,195.49272,10040,"right"
"295",260.28815,197.35735,10040,"right"
"296",274.28366,195.45273,10040,"right"
"297",288.3373,190.7485,10040,"right"
"298",308.30923,180.72462,10040,"right"
"299",310,180,10040,"right"
"300",292,180,10041,"left"
"301",268,184,10041,"left"
"302",233.29153,185.70041,10041,"left"
"303",197.10677,186,10041,"left"
"304",167.63528,184,10041,"left"
"305",139.12767,184.85904,10041,"left"
"306",122,187,10041,"left"
"307",295,200,10042,"left"
"308",264.3236,203.9137,10042,"left"
"309",246.59053,204,10042,"left"
"310",226.63307,204,10042,"left"
"311",207.24731,204,10042,"left"
"312",192.41948,205.28673,10042,"left"
"313",168.63918,208.87216,10042,"left"
"314",299,159,20001,"left"
"315",269,144,20001,"left"
"316",212.69672,125.62893,20001,"left"
"317",135.50829,120.27376,20001,"left"
"318",101.66423,129.14745,20001,"left"
"319",99,130,20001,"left"
"320",307,166,20002,"left"
"321",256.3508,146.79225,20002,"left"
"322",191.92838,139.02783,20002,"left"
"323",124.72437,146.6168,20002,"left"
"324",87,160,20002,"left"
"325",75,261,20003,"error"
"326",67,240.02298,20003,"error"
"327",67,230,20003,"error"
"328",299,169,20004,"left"
"329",254.23657,163.58847,20004,"left"
"330",186.8971,160.12935,20004,"left"
"331",112.38238,153.05463,20004,"left"
"332",79.87696,148.86787,20004,"left"
"333",272,180,20005,"left"
"334",251.26903,180,20005,"left"
"335",198.04015,176.22334,20005,"left"
"336",128.89189,173.15776,20005,"left"
"337",84.07164,167.38272,20005,"left"
"338",83,167,20005,"left"
"339",156,217,20006,"right"
"340",215.71155,220,20006,"right"
"341",313.40567,215.43962,20006,"right"
"342",335,214,20006,"right"
"343",138,132,20007,"right"
"344",200.56041,121.59194,20007,"right"
"345",311.22296,130.12117,20007,"right"
"346",321,131,20007,"right"
"347",94,196,20008,"right"
"348",156.90509,187.8559,20008,"right"
"349",277.22147,178.4679,20008,"right"
"350",343.5,168.5,20008,"right"
"351",110,170,20009,"right"
"352",124,170,20009,"right"
"353",174.1962,162.12025,20009,"right"
"354",266.95715,158.93779,20009,"right"
"355",359.15695,163.13087,20009,"right"
"356",317,178,20010,"left"
"357",288.8021,169.7338,20010,"left"
"358",251.18669,163.74095,20010,"left"
"359",171.83337,155.41447,20010,"left"
"360",102.21396,144.06938,20010,"left"
"361",72.28596,142.29933,20010,"left"
"362",53.959778,142,20010,"left"
"363",269,162,20011,"left"
"364",238.0021,162,20011,"left"
"365",198.01656,164.0339,20011,"left"
"366",153.61862,165.71223,20011,"left"
"367",125.19845,166,20011,"left"
"368",261,144,20012,"left"
"369",213.16019,141,20012,"left"
"370",175.34969,141.78601,20012,"left"
"371",141.12297,143.37509,20012,"left"
"372",126.5,146,20012,"left"
"373",293,132,20013,"left"
"374",239.76074,135.06429,20013,"left"
"375",204.84001,138.10088,20013,"left"
"376",168.4639,139.6922,20013,"left"
"377",141.03764,141.16458,20013,"left"
"378",160,159,20014,"right"
"379",216.48604,162.75888,20014,"right"
"380",257.8035,166.49712,20014,"right"
"381",322.53214,171.00221,20014,"right"
"382",337,172,20014,"right"
"383",128,167,20015,"right"
"384",143,160,20015,"right"
"385",171.49532,155.82649,20015,"right"
"386",214.39822,152.61441,20015,"right"
"387",291.7685,152.75943,20015,"right"
"388",305,153,20015,"right"
"389",124,170,20016,"right"
"390",177.46692,167.38411,20016,"right"
"391",237.47986,170.49866,20016,"right"
"392",345.5,178.5,20016,"right"
"393",372,185,20016,"right"
"394",302,168,20017,"left"
"395",257.73358,162.23668,20017,"left"
"396",211.66924,158.87903,20017,"left"
"397",136.999,151.18451,20017,"left"
"398",79.5,147,20017,"left"
"399",68.25408,145.11401,20017,"left"
"400",67,145,20017,"left"
"401",273,119,20018,"left"
"402",229.151,111.30729,20018,"left"
"403",181.62115,110,20018,"left"
"404",132.87761,111.276436,20018,"left"
"405",110.045204,115.98493,20018,"left"
"406",107,117,20018,"left"
"407",280,183,30001,"left"
"408",257.01074,183,30001,"left"
"409",234.03334,183,30001,"left"
"410",205.85359,190.39925,30001,"left"
"411",203,191,30001,"left"
"412",292,198,30002,"left"
"413",275,194,30002,"left"
"414",244.29369,200.86295,30002,"left"
"415",211.10608,213.16666,30002,"left"
"416",158.65126,244.46796,30002,"left"
"417",99.5,279,30002,"left"
"418",298,222,30003,"left"
"419",260.4632,214.07314,30003,"left"
"420",209.983,211.43198,30003,"left"
"421",97.8134,224.9065,30003,"left"
"422",57.973778,259.7555,30003,"left"
"423",54,266,30003,"left"
"424",283,200,30004,"left"
"425",248.83997,200,30004,"left"
"426",208.22594,201.67023,30004,"left"
"427",139.89221,225.99402,30004,"left"
"428",77.95674,258.1648,30004,"left"
"429",49.5,288.5,30004,"left"
"430",276,227,30005,"left"
"431",232.08081,209.59299,30005,"left"
"432",204.1887,211.96855,30005,"left"
"433",143.54721,231.48239,30005,"left"
"434",69.00627,268.11395,30005,"left"
"435",47.038185,288.67117,30005,"left"
"436",204,205,30006,"right"
"437",244.83264,210.65881,30006,"right"
"438",283.8616,227.05684,30006,"right"
"439",136,150,30007,"right"
"440",150,150,30007,"right"
"441",194.12128,155.6994,30007,"right"
"442",262.01337,172.40657,30007,"right"
"443",333.09796,192.9466,30007,"right"
"444",284,186,30008,"left"
"445",253.18597,186,30008,"left"
"446",224.56194,186,30008,"left"
"447",191.90366,189.89507,30008,"left"
"448",157.92967,200.41623,30008,"left"
"449",122.5656,212.1448,30008,"left"
"450",105,224,30008,"left"
"451",272,201,30009,"left"
"452",241.0816,193.5982,30009,"left"
"453",196.36986,199.49693,30009,"left"
"454",110.887146,226.08061,30009,"left"
"455",71.62318,258.64175,30009,"left"
"456",65,265,30009,"left"
"457",242,192,30010,"right"
"458",260,186,30010,"right"
"459",285.9464,186,30010,"right"
"460",321.1011,184.56662,30010,"right"
"461",339,183.5,30010,"right"
"462",306,163,30011,"left"
"463",257.63782,171.77588,30011,"left"
"464",207.27147,181.40518,30011,"left"
"465",110.294235,210.4189,30011,"left"
"466",62.41111,234.56767,30011,"left"
"467",47.2523,250.97293,30011,"left"
"468",45,253,30011,"left"
"469",317,169,30012,"left"
"470",284.1604,174.92596,30012,"left"
"471",255.59409,184.04207,30012,"left"
"472",207.95908,206.26787,30012,"left"
"473",128.1474,249.87987,30012,"left"
"474",117,256,30012,"left"
"475",277,248,30013,"left"
"476",255,248,30013,"left"
"477",221.82007,238.28738,30013,"left"
"478",187.31868,237.45654,30013,"left"
"479",151.52165,242.67175,30013,"left"
"480",121.95637,252.1977,30013,"left"
"481",102.524,261.896,30013,"left"
"482",93.25465,270.49442,30013,"left"
"483",92,272,30013,"left"
"484",184,186,30014,"right"
"485",217.92162,173.40392,30014,"right"
"486",256.2154,174.16212,30014,"right"
"487",314.1348,179.53804,30014,"right"
"488",327,181,30014,"right"
"489",183,180,30015,"right"
"490",219.97739,178.33585,30015,"right"
"491",262.5212,180.87233,30015,"right"
"492",315.62106,183.97894,30015,"right"
"493",316,184,30015,"right"
"494",292,217,30016,"left"
"495",252.17596,222.97293,30016,"left"
"496",207.78963,230.57327,30016,"left"
"497",129.54535,257.4546,30016,"left"
"498",75.56349,287.00464,30016,"left"
"499",271,197,30017,"left"
"500",197.6647,213.93248,30017,"left"
"501",103.032394,250.17831,30017,"left"
"502",64.25194,278.9618,30017,"left"
"503",51,296,30017,"left"
"504",304,195,30018,"left"
"505",271.0619,195,30018,"left"
"506",233.06993,204.02127,30018,"left"
"507",163.81416,235.28983,30018,"left"
"508",102.575615,273.05905,30018,"left"
"509",214,160,30019,"left"
"510",166.70149,167.64478,30019,"left"
"511",131.40268,172.2953,30019,"left"
"512",98.721535,181.18353,30019,"left"
"513",70,197,30019,"left"
"514",306,180,30020,"left"
"515",263.64316,206.30814,30020,"left"
"516",225.05309,229.27086,30020,"left"
"517",185.282,254.09328,30020,"left"
"518",148.88922,285.66043,30020,"left"
"519",132.5,305.5,30020,"left"
"520",315,150,40001,"left"
"521",273.74384,153.04045,40001,"left"
"522",207.93939,170.10985,40001,"left"
"523",111.86081,204.04416,40001,"left"
"524",43.5,235,40001,"left"
"525",297,142,40002,"left"
"526",281,142,40002,"left"
"527",251.8004,139.7882,40002,"left"
"528",211.45801,145.41821,40002,"left"
"529",113.36975,166.1805,40002,"left"
"530",39.91491,204.87653,40002,"left"
"531",242,202,40003,"left"
"532",198.44804,214.18399,40003,"left"
"533",152.35866,227.58662,40003,"left"
"534",65.30858,266.77695,40003,"left"
"535",60,270,40003,"left"
"536",314,195,40004,"left"
"537",300,195,40004,"left"
"538",282.16443,195,40004,"left"
"539",256.982,197.22423,40004,"left"
"540",209.7707,208.88275,40004,"left"
"541",125.70647,246.70561,40004,"left"
"542",322,186,40005,"left"
"543",276.31247,189.93422,40005,"left"
"544",237.13863,195.39886,40005,"left"
"545",177.71661,210.68579,40005,"left"
"546",113.5,236,40005,"left"
"547",190,178,40006,"error"
"548",190,199,40006,"error"
"549",190,236.5,40006,"error"
"550",144,249,40007,"right"
"551",193.9706,269.26202,40007,"right"
"552",254,288.5,40007,"right"
"553",275,196,40008,"error"
"554",304.181,186.60223,40008,"error"
"555",310,183,40008,"error"
"556",132,306,40009,"right"
"557",254.43639,262.79822,40009,"right"
"558",362.95633,205.35759,40009,"right"
"559",166,214,40010,"right"
"560",288.65662,151.752,40010,"right"
"561",363,94.5,40010,"right"
"562",94,290,40011,"right"
"563",136,280,40011,"right"
"564",334.10938,210.49951,40011,"right"
"565",343,207,40011,"right"
"566",299,196,40012,"left"
"567",279.57468,184,40012,"left"
"568",274.2388,184,40012,"left"
"569",265.309,184,40012,"left"
"570",236.24133,192.15594,40012,"left"
"571",198.33113,203.42728,40012,"left"
"572",289,195,40013,"left"
"573",250.04797,196.43912,40013,"left"
"574",214.53996,200.6893,40013,"left"
"575",131.35721,218.7755,40013,"left"
"576",61.5,248.5,40013,"left"
"577",305,170,40014,"left"
"578",272.7189,175.39801,40014,"left"
"579",239.61089,182.5734,40014,"left"
"580",169.26262,203.0954,40014,"left"
"581",104.7963,233.10185,40014,"left"
"582",51,260,40014,"left"
"583",162,185,40015,"right"
"584",179,185,40015,"right"
"585",213.16914,181.21477,40015,"right"
"586",248.87897,174.56746,40015,"right"
"587",272.5,168.5,40015,"right"
"588",123,177,40016,"right"
"589",146,173,40016,"right"
"590",185.62381,168.8665,40016,"right"
"591",235.53221,164.22435,40016,"right"
"592",331.16333,154.7012,40016,"right"
"593",338,154,40016,"right"
"594",287,157,40017,"left"
"595",264,163,40017,"left"
"596",218.45044,176.77272,40017,"left"
"597",115.170715,212.09106,40017,"left"
"598",50.634995,240.55281,40017,"left"
"599",40,246,40017,"left"
"600",289,221,40018,"left"
"601",263.11624,221,40018,"left"
"602",229.5009,224.1874,40018,"left"
"603",143.02455,248.44785,40018,"left"
"604",64.78926,274.51587,40018,"left"
"605",305,208,40019,"left"
"606",262.04654,209.70985,40019,"left"
"607",220,217.5,40019,"left"
"608",115.462975,248.60532,40019,"left"
"609",70.84417,268.64456,40019,"left"
"610",64.37067,278.1104,40019,"left"
"611",64,279,40019,"left"
"612",135,216,40020,"right"
"613",175.4258,211.82977,40020,"right"
"614",222.04425,210.2634,40020,"right"
"615",306,207,40020,"right"
"616",343.04684,196.95316,40020,"right"
"617",344,196,40020,"right"
"618",58,229,40021,"right"
"619",94.68374,234,40021,"right"
"620",142.59514,232.28418,40021,"right"
"621",237.32478,223.9594,40021,"right"
"622",291.24158,214.8297,40021,"right"
"623",301,213,40021,"right"
"624",320,198,40022,"left"
"625",262.7973,199.0881,40022,"left"
"626",178.47827,216.87231,40022,"left"
"627",97.43121,249.65205,40022,"left"
"628",49,277.5,40022,"left"
"629",280,201,40023,"left"
"630",261,201,40023,"left"
"631",207.54297,213.84729,40023,"left"
"632",108.269646,257.61774,40023,"left"
"633",63.5,280.5,40023,"left"
"634",296,165,50001,"left"
"635",271,165,50001,"left"
"636",233.44812,168.10645,50001,"left"
"637",196.74689,168,50001,"left"
"638",159.98553,167,50001,"left"
"639",128.9606,167,50001,"left"
"640",80.05321,161.00719,50001,"left"
"641",80,161,50001,"left"
"642",274,189,50002,"left"
"643",257,189,50002,"left"
"644",220.67755,181.3898,50002,"left"
"645",183.61597,178.18399,50002,"left"
"646",148.28267,177.14922,50002,"left"
"647",115,175.5,50002,"left"
"648",89.02647,175.61742,50002,"left"
"649",263,138,50003,"left"
"650",222.82327,131.06978,50003,"left"
"651",186.90845,129.079,50003,"left"
"652",151.65378,129.5403,50003,"left"
"653",117.07818,131.18675,50003,"left"
"654",92.83228,136.82437,50003,"left"
"655",85,139,50003,"left"
"656",200,163,50004,"right"
"657",223,153,50004,"right"
"658",253.56577,148.77632,50004,"right"
"659",292,148,50004,"right"
"660",316.9976,153.59967,50004,"right"
"661",320,154,50004,"right"
"662",157,185,50005,"right"
"663",193.97375,173.20393,50005,"right"
"664",239.69762,170.5501,50005,"right"
"665",276.54938,172,50005,"right"
"666",323.05203,173.3811,50005,"right"
"667",334.5,179,50005,"right"
"668",254,193,50006,"left"
"669",223,183,50006,"left"
"670",145.41321,169.29434,50006,"left"
"671",88.69104,166,50006,"left"
"672",62.717484,166.70515,50006,"left"
"673",44.457123,168,50006,"left"
"674",37.639843,168,50006,"left"
"675",25.5,168,50006,"left"
"676",282,182,50007,"left"
"677",255.40263,173.48053,50007,"left"
"678",221.08763,169.17397,50007,"left"
"679",178.65291,164.6771,50007,"left"
"680",122.497314,166.80016,50007,"left"
"681",86,174.5,50007,"left"
"682",64.21026,181.85983,50007,"left"
"683",64,182,50007,"left"
"684",283,189,50008,"left"
"685",262,179,50008,"left"
"686",227.31393,168.79114,50008,"left"
"687",180.98648,159.59729,50008,"left"
"688",126.890045,153,50008,"left"
"689",98.42833,150.34451,50008,"left"
"690",78.877266,151.60818,50008,"left"
"691",73,152,50008,"left"
"692",312,171,50009,"left"
"693",271.77866,148.8286,50009,"left"
"694",228.905,136.64133,50009,"left"
"695",147.04773,121.60573,50009,"left"
"696",114.49657,124.42955,50009,"left"
"697",88.287674,136.5702,50009,"left"
"698",86,138,50009,"left"
"699",254,175,50010,"left"
"700",219.79335,165.6897,50010,"left"
"701",165.59239,157.81479,50010,"left"
"702",62.57716,161.69464,50010,"left"
"703",40.62119,177.5167,50010,"left"
"704",25.5,197,50010,"left"
"705",159,178,50011,"right"
"706",198.04411,149.77882,50011,"right"
"707",261.38107,131.65472,50011,"right"
"708",332.5,116.5,50011,"right"
"709",155,132,50012,"right"
"710",170,132,50012,"right"
"711",221.70982,132.83469,50012,"right"
"712",305.53775,143.25902,50012,"right"
"713",364.5,150.5,50012,"right"
"714",146,269,50013,"error"
"715",175.18425,269,50013,"error"
"716",178,269,50013,"error"
"717",147,151,50014,"right"
"718",187.23193,141.78743,50014,"right"
"719",247.36063,146.3734,50014,"right"
"720",360.8283,168.347,50014,"right"
"721",260,181,50015,"left"
"722",198.02429,175.55646,50015,"left"
"723",154.4792,174.01653,50015,"left"
"724",115,172.5,50015,"left"
"725",72.652275,170.77682,50015,"left"
"726",250,170,50016,"left"
"727",212.78535,166.03096,50016,"left"
"728",168.89233,160.5057,50016,"left"
"729",92.693344,153.40666,50016,"left"
"730",51.13215,157.46696,50016,"left"
"731",40.5,159,50016,"left"
"732",168,166,50017,"right"
"733",182,156,50017,"right"
"734",220.54666,146.66411,50017,"right"
"735",272,141.5,50017,"right"
"736",346,149,50017,"right"
"737",294,180,50018,"left"
"738",265,172,50018,"left"
"739",214.10565,164.33275,50018,"left"
"740",172.50775,159.5586,50018,"left"
"741",120.714905,159.945,50018,"left"
"742",91.746414,161.57835,50018,"left"
"743",85,162,50018,"left"
"744",288,212,50019,"error"
"745",279,198,50019,"error"
"746",276,191.32745,50019,"error"
"747",278.48294,188.00682,50019,"error"
"748",286.51047,185.16318,50019,"error"
"749",296.90762,177.55774,50019,"error"
"750",309.53992,170.2556,50019,"error"
"751",310,170,50019,"error"
"752",290,172,50020,"left"
"753",242.83618,166.50078,50020,"left"
"754",198.67577,164,50020,"left"
"755",122.734245,163.06662,50020,"left"
"756",93.929184,164.65123,50020,"left"
"757",68.782555,167.13527,50020,"left"
"758",58,168,50020,"left"
"759",317,174,60001,"left"
"760",268.9393,174.4427,60001,"left"
"761",228.46834,181.9031,60001,"left"
"762",132.80096,199.84694,60001,"left"
"763",66.79453,207.48524,60001,"left"
"764",51.5,208.5,60001,"left"
"765",302,198,60002,"left"
"766",267.00842,198,60002,"left"
"767",221.5,198,60002,"left"
"768",151.99672,192.99966,60002,"left"
"769",92,188.5,60002,"left"
"770",315,175,60003,"left"
"771",299,175,60003,"left"
"772",264.79938,175,60003,"left"
"773",227.21567,176.27138,60003,"left"
"774",179.99664,174.11073,60003,"left"
"775",104,167,60003,"left"
"776",314,186,60004,"left"
"777",292.4274,186,60004,"left"
"778",268.9572,184.0474,60004,"left"
"779",230.06366,186.37971,60004,"left"
"780",177.26543,191.32915,60004,"left"
"781",99.99997,194.88889,60004,"left"
"782",90,196,60004,"left"
"783",273,200,60005,"left"
"784",239.45146,201.42616,60005,"left"
"785",193.18451,202.74812,60005,"left"
"786",149.5,201.5,60005,"left"
"787",302,186,60006,"left"
"788",281.29996,186,60006,"left"
"789",242.34442,189.86623,60006,"left"
"790",185.98827,190.63438,60006,"left"
"791",106.30215,190.81926,60006,"left"
