"","x","y","no","mark"
"302",199.54988,190.87857,20007,"right"
"303",251.14015,185.85748,20007,"right"
"304",347.29123,170.96852,20007,"right"
"305",124,154,20008,"right"
"306",177.67995,154.84,20008,"right"
"307",247.94673,156.91277,20008,"right"
"308",321,159,20008,"right"
"309",300,140,20009,"left"
"310",278,140,20009,"left"
"311",223.63939,146.83504,20009,"left"
"312",135.23405,152.99193,20009,"left"
"313",85.38754,156.81079,20009,"left"
"314",61.660496,159.16743,20009,"left"
"315",41.79159,160,20009,"left"
"316",314,130,20010,"left"
"317",284.72098,124.048065,20010,"left"
"318",247.12341,125.60114,20010,"left"
"319",204.774,131.47792,20010,"left"
"320",149.49301,143.05737,20010,"left"
"321",130.69681,148.39096,20010,"left"
"322",310,154,20011,"left"
"323",257.46994,130.21907,20011,"left"
"324",229.3598,129.7378,20011,"left"
"325",193.20407,140.92151,20011,"left"
"326",180,146,20011,"left"
"327",166,175,20012,"right"
"328",204.98154,175,20012,"right"
"329",247.96661,164.65054,20012,"right"
"330",301.5,158,20012,"right"
"331",292,118,20013,"left"
"332",259.14304,118,20013,"left"
"333",222.40195,119.373825,20013,"left"
"334",186.83719,133.8898,20013,"left"
"335",137.67,160.24875,20013,"left"
"336",129,163.5,20013,"left"
"337",146,92,20014,"error"
"338",134,122.75668,20014,"error"
"339",145.0271,134.3514,20014,"error"
"340",290,158,20015,"left"
"341",246.32913,149.69621,20015,"left"
"342",192.36172,143.15425,20015,"left"
"343",116.24323,135.95863,20015,"left"
"344",91.65839,132.40898,20015,"left"
"345",69.706436,128.14128,20015,"left"
"346",66,129,20015,"left"
"347",298,162,20016,"left"
"348",305.18033,144.12022,20016,"left"
"349",291.90747,137.41248,20016,"left"
"350",272.12982,132.95639,20016,"left"
"351",233.77406,127.27956,20016,"left"
"352",162.24997,125.575,20016,"left"
"353",110.183945,131.50287,20016,"left"
"354",90.26351,134.61241,20016,"left"
"355",74.80844,135,20016,"left"
"356",212,193,20017,"right"
"357",261.45602,193.49825,20017,"right"
"358",305.48926,197.14893,20017,"right"
"359",286,136,20018,"left"
"360",216.82294,133.50504,20018,"left"
"361",152.7832,130.62447,20018,"left"
"362",107.20515,131.4318,20018,"left"
"363",92.150955,127.85849,20018,"left"
"364",292,184,30001,"left"
"365",261,184,30001,"left"
"366",207.10942,190.33719,30001,"left"
"367",121.33116,215.83441,30001,"left"
"368",68.88439,242.0578,30001,"left"
"369",54.257256,254.90457,30001,"left"
"370",53.503838,258.5115,30001,"left"
"371",54,260,30001,"left"
"372",322,204,30002,"left"
"373",282.22086,194.20439,30002,"left"
"374",241.30656,192,30002,"left"
"375",182.9797,200.21373,30002,"left"
"376",99.11554,240.60649,30002,"left"
"377",50.760902,275.56158,30002,"left"
"378",317,183,30003,"left"
"379",276.1762,189.48138,30003,"left"
"380",236.65022,204.25616,30003,"left"
"381",164.06636,237.96683,30003,"left"
"382",121.87356,277.64804,30003,"left"
"383",93.5,307,30003,"left"
"384",296,222,30004,"left"
"385",282,228,30004,"left"
"386",249.7885,236.96822,30004,"left"
"387",212.04527,247.06473,30004,"left"
"388",152.0005,267.87863,30004,"left"
"389",112.05033,290.1373,30004,"left"
"390",90,303,30004,"left"
"391",307,127,30005,"left"
"392",259.84125,142.38625,30005,"left"
"393",200.24518,165.89784,30005,"left"
"394",143.01567,196.1383,30005,"left"
"395",89.563705,231.0152,30005,"left"
"396",47.841507,272.1585,30005,"left"
"397",174,196,30006,"right"
"398",196.8095,176.56917,30006,"right"
"399",247.30852,175,30006,"right"
"400",350.49683,186.19041,30006,"right"
"401",338,188.5,30006,"right"
"402",238,172,30007,"right"
"403",274.21136,172,30007,"right"
"404",307.0743,168.83429,30007,"right"
"405",332.24664,164.55067,30007,"right"
"406",294,223,30008,"left"
"407",265.2213,230.5835,30008,"left"
"408",233.5615,235.26924,30008,"left"
"409",179.48099,245.08861,30008,"left"
"410",95.6887,269.48734,30008,"left"
"411",58.5,284,30008,"left"
"412",305,179,30009,"left"
"413",242.59514,179,30009,"left"
"414",170.30013,201.10506,30009,"left"
"415",104.35989,229.04114,30009,"left"
"416",53.96372,264.73328,30009,"left"
"417",299,211,30010,"left"
"418",259.497,220.62575,30010,"left"
"419",211.69446,239.35365,30010,"left"
"420",144.26431,275.12256,30010,"left"
"421",95.5,304.5,30010,"left"
"422",217,179,30011,"right"
"423",268.62012,167.67249,30011,"right"
"424",313.9242,169.59242,30011,"right"
"425",318,170,30011,"right"
"426",116,202,30012,"right"
"427",174.4743,205,30012,"right"
"428",254.66132,206.54895,30012,"right"
"429",293,207,30012,"right"
"430",293,198,30013,"left"
"431",243.3449,207.47723,30013,"left"
"432",184.45743,226.6611,30013,"left"
"433",110.2791,264.96164,30013,"left"
"434",54.870796,307.54492,30013,"left"
"435",253,206,30014,"left"
"436",193.00887,222.67572,30014,"left"
"437",102.10551,253.76462,30014,"left"
"438",55.22661,286.7734,30014,"left"
"439",276,204,30015,"left"
"440",225.80902,212.34875,30015,"left"
"441",163.92032,239.3028,30015,"left"
"442",105.58686,275.74744,30015,"left"
"443",64.5,305.5,30015,"left"
"444",244,202,30016,"left"
"445",195.53781,206.54715,30016,"left"
"446",147.5776,216.57014,30016,"left"
"447",63.28129,241.14452,30016,"left"
"448",44.63738,258.3626,30016,"left"
"449",314,168,40001,"left"
"450",286,173,40001,"left"
"451",234.59721,184.74184,40001,"left"
"452",133.61288,217.99782,40001,"left"
"453",71.25828,248.70958,40001,"left"
"454",62,253,40001,"left"
"455",308,179,40002,"left"
"456",283,187,40002,"left"
"457",176.14464,217.09592,40002,"left"
"458",90.96506,253.63353,40002,"left"
"459",71,264,40002,"left"
"460",265,190,40003,"left"
"461",221.00653,196.59138,40003,"left"
"462",162.82785,213.8557,40003,"left"
"463",76.33634,254.73865,40003,"left"
"464",63,264,40003,"left"
"465",151,206,40004,"right"
"466",179,206,40004,"right"
"467",223.4533,198.86237,40004,"right"
"468",296.6666,189.6,40004,"right"
"469",334.57175,182.55353,40004,"right"
"470",339,182,40004,"right"
"471",180,177,40005,"right"
"472",200,177,40005,"right"
"473",230.2281,189.02985,40005,"right"
"474",273.86172,195.6634,40005,"right"
"475",297.5,198.5,40005,"right"
"476",317,154,40006,"left"
"477",278.41922,156.51393,40006,"left"
"478",225.0598,165.14845,40006,"left"
"479",114.46616,190.66016,40006,"left"
"480",57.482967,215.71342,40006,"left"
"481",223,146,40007,"left"
"482",102.84663,198.6049,40007,"left"
"483",52,145,40008,"error"
"484",46.28675,121.66586,40008,"error"
"485",55.5,114.5,40008,"error"
"486",86,205,40009,"right"
"487",133.56926,189.6091,40009,"right"
"488",201.70078,171.43987,40009,"right"
"489",283.8649,158.49146,40009,"right"
"490",347.18073,154.71187,40009,"right"
"491",106,189,40010,"right"
"492",132.87502,190.41072,40010,"right"
"493",167.76674,192,40010,"right"
"494",215.59581,184.38414,40010,"right"
"495",286.59418,169.09018,40010,"right"
"496",313.84195,163.4188,40010,"right"
"497",322,162,40010,"right"
"498",94,229,40011,"right"
"499",119,229,40011,"right"
"500",179.09421,216.9234,40011,"right"
"501",266.50885,204.52151,40011,"right"
"502",313.27344,198.49724,40011,"right"
"503",326,197,40011,"right"
"504",320,144,40012,"left"
"505",275.18924,147.5135,40012,"left"
"506",229.3339,156.4999,40012,"left"
"507",135.0816,180.14111,40012,"left"
"508",71.321434,204.58035,40012,"left"
"509",49.5,227.5,40012,"left"
"510",74,208,40013,"right"
"511",116.52621,199.38951,40013,"right"
"512",207.42381,164.45854,40013,"right"
"513",310,193,40014,"left"
"514",250.63698,183.35669,40014,"left"
"515",176.46968,182.8755,40014,"left"
"516",83.01112,194.63817,40014,"left"
"517",31.377998,216.8056,40014,"left"
"518",31,217,40014,"left"
"519",295,170,40015,"left"
"520",271,170,40015,"left"
"521",215.86638,182.86118,40015,"left"
"522",107.00041,212.42845,40015,"left"
"523",54.74796,240.10004,40015,"left"
"524",26.5,261.5,40015,"left"
"525",311,179,40016,"left"
"526",277.58612,188.72948,40016,"left"
"527",244.98466,202.50766,40016,"left"
"528",201.92177,225.06999,40016,"left"
"529",147.6455,256.39938,40016,"left"
"530",138,262,40016,"left"
"531",231,163,40017,"left"
"532",167.13922,166.87341,40017,"left"
"533",97.66725,179.33324,40017,"left"
"534",45.75225,203.53214,40017,"left"
"535",22,221,40017,"left"
"536",271,182,50001,"left"
"537",229.52083,175.0496,50001,"left"
"538",191.11906,177.60165,50001,"left"
"539",152.42625,184.5362,50001,"left"
"540",97.923615,198.92773,50001,"left"
"541",87,202,50001,"left"
"542",242,179,50002,"left"
"543",215.96344,172.1426,50002,"left"
"544",194.53271,165.86649,50002,"left"
"545",170.44128,159.81377,50002,"left"
"546",165,158,50002,"left"
"547",310,156,50003,"left"
"548",277.263,146.62778,50003,"left"
"549",250.49165,143.57806,50003,"left"
"550",220.39891,144.2948,50003,"left"
"551",190.5572,145.85793,50003,"left"
"552",165.28305,146,50003,"left"
"553",141.5,147.5,50003,"left"
"554",206,184,50004,"right"
"555",243.1976,185.49449,50004,"right"
"556",278.31735,186,50004,"right"
"557",317.26144,186.92441,50004,"right"
"558",319,187,50004,"right"
"559",194,131,50005,"right"
"560",232.82185,131,50005,"right"
"561",264.6987,135,50005,"right"
"562",294.1181,133.08017,50005,"right"
"563",306,132,50005,"right"
"564",166,126,50006,"right"
"565",195.81157,124.610405,50006,"right"
"566",230.58472,122.69661,50006,"right"
"567",270.27875,121.14313,50006,"right"
"568",298.76825,122.376015,50006,"right"
"569",320.5,122,50006,"right"
"570",239,162,50007,"left"
"571",200.32298,160.77432,50007,"left"
"572",176.67813,155.45976,50007,"left"
"573",151.25096,149.56274,50007,"left"
"574",122.57072,142.34904,50007,"left"
"575",98.73475,136.43369,50007,"left"
"576",86.0795,136.13493,50007,"left"
"577",85,136,50007,"left"
"578",179,154,50008,"right"
"579",192.1345,137.43275,50008,"right"
"580",195.49469,138,50008,"right"
"581",199,138,50008,"right"
"582",209.29517,138,50008,"right"
"583",227.42473,142.98996,50008,"right"
"584",249.19936,144.94662,50008,"right"
"585",283.0863,150.15108,50008,"right"
"586",292,151,50008,"right"
"587",279,125,50009,"left"
"588",242.91805,118.269005,50009,"left"
"589",207.40479,119.28675,50009,"left"
"590",172.59262,122.5101,50009,"left"
"591",143.51527,127.24745,50009,"left"
"592",124,130.5,50009,"left"
"593",300,161,50010,"left"
"594",285,157,50010,"left"
"595",252.26433,151.12643,50010,"left"
"596",217.69849,149.46515,50010,"left"
"597",182.9491,150.09322,50010,"left"
"598",149.82196,154.92285,50010,"left"
"599",126.40059,158.21326,50010,"left"
"600",281,168,50011,"left"
"601",250.82101,168,50011,"left"
"602",228.53496,166.50499,50011,"left"
"603",208.60925,166,50011,"left"
"604",184.94574,166,50011,"left"
"605",167.09766,167.3771,50011,"left"
"606",147.76863,168.01929,50011,"left"
"607",189,148,50012,"right"
"608",229.24689,126.9177,50012,"right"
"609",262.62808,116.50449,50012,"right"
"610",294.69742,110.66387,50012,"right"
"611",302,110,50012,"right"
"612",206,182,50013,"right"
"613",238.3869,175.51616,50013,"right"
"614",275.34607,172.9867,50013,"right"
"615",315.5,173,50013,"right"
"616",297,181,50014,"left"
"617",272.51904,181,50014,"left"
"618",251,175,50014,"left"
"619",219.8765,179,50014,"left"
"620",185.92996,179.41374,50014,"left"
"621",157.81917,180.01004,50014,"left"
"622",136.0252,180,50014,"left"
"623",114.3137,180.7451,50014,"left"
"624",111,181,50014,"left"
"625",299,151,50015,"left"
"626",282,151,50015,"left"
"627",258.9039,155.65234,50015,"left"
"628",224.81744,160.66125,50015,"left"
"629",183.95076,164.48393,50015,"left"
"630",137.67966,165,50015,"left"
"631",116.278015,165,50015,"left"
"632",94.23534,164.06863,50015,"left"
"633",72.99671,158.77632,50015,"left"
"634",64.5,155,50015,"left"
"635",201,155,50016,"right"
"636",220.87393,139.56303,50016,"right"
"637",239.06073,129.9673,50016,"right"
"638",273.845,122.97568,50016,"right"
"639",304.32108,123.11053,50016,"right"
"640",332,135,50016,"right"
"641",195,167,50017,"right"
"642",262.90152,153.04807,50017,"right"
"643",312.9146,149.3688,50017,"right"
"644",319,149,50017,"right"
"645",179,138,50018,"right"
"646",204,138,50018,"right"
"647",239.79793,136.73035,50018,"right"
"648",281.7052,142.4931,50018,"right"
"649",339.5,159,50018,"right"
"650",301,178,50019,"left"
"651",243.73679,173.46681,50019,"left"
"652",209.41269,175.94841,50019,"left"
"653",157.82712,182.62593,50019,"left"
"654",89.33154,192.52406,50019,"left"
"655",308,181,50020,"left"
"656",274,172,50020,"left"
"657",220.82709,165.126,50020,"left"
"658",169.70572,162,50020,"left"
"659",132.79068,162,50020,"left"
"660",117,162,50020,"left"
"661",312,193,50021,"left"
"662",272.60983,184,50021,"left"
"663",240.75093,182,50021,"left"
"664",204.2016,181,50021,"left"
"665",173.3231,181,50021,"left"
"666",172,181,50021,"left"
"667",271,158,50022,"left"
"668",238,151,50022,"left"
"669",197.35902,142.699,50022,"left"
"670",163.1372,137.26715,50022,"left"
"671",142.33565,136,50022,"left"
"672",126.5,133,50022,"left"
"673",282,239,60001,"left"
"674",184.69977,250.62227,60001,"left"
"675",115.5,266,60001,"left"
"676",305,215,60002,"left"
"677",268.92236,215,60002,"left"
"678",240.64091,215,60002,"left"
"679",201.7284,228.37778,60002,"left"
"680",119.41699,283.46686,60002,"left"
"681",87,306.5,60002,"left"
"682",302,228,60003,"left"
"683",239.91876,225,60003,"left"
"684",197.82784,230.3879,60003,"left"
"685",109.283264,257.1402,60003,"left"
"686",75.5,271,60003,"left"
"687",304,236,60004,"left"
"688",265.61673,238.33833,60004,"left"
"689",223.35239,245.74252,60004,"left"
"690",124.64299,268.72046,60004,"left"
"691",81.102036,290.17404,60004,"left"
"692",55,302.5,60004,"left"
"693",311,198,60005,"left"
"694",289,198,60005,"left"
"695",248.52179,201.90926,60005,"left"
"696",187.76796,217.90144,60005,"left"
"697",124.61941,245.27791,60005,"left"
"698",91.5,262.5,60005,"left"
"699",292,200,60006,"left"
"700",272.51788,200,60006,"left"
"701",218.7625,202.92113,60006,"left"
"702",129.70435,225.7887,60006,"left"
"703",89,238,60006,"left"
"704",279,212,60007,"left"
"705",258.74765,212,60007,"left"
"706",206.9424,223.38011,60007,"left"
"707",120.5,246,60007,"left"
"708",291,178,60008,"left"
"709",234.24115,180.28842,60008,"left"
"710",137.90784,203.75969,60008,"left"
"711",103,213,60008,"left"
"712",271,200,60009,"left"
"713",247.02542,194.95271,60009,"left"
"714",186.69025,196,60009,"left"
"715",160.17728,202.30379,60009,"left"
"716",106.615036,223.30792,60009,"left"
"717",95.5,230.5,60009,"left"
"718",287,178,60010,"left"
"719",237.6732,187.84557,60010,"left"
"720",148.90393,209.25215,60010,"left"
"721",55.5,246.5,60010,"left"
"722",74,198,60011,"error"
"723",56.35455,194.35455,60011,"error"
"724",49.048393,189.5242,60011,"error"
"725",44.74282,188.2476,60011,"error"
"726",41.299847,188,60011,"error"
"727",39,188,60011,"error"
"728",40,197,60011,"error"
"729",297,184,60012,"left"
"730",238.7557,178,60012,"left"
"731",177,186,60012,"left"
"732",101.13083,204.34384,60012,"left"
"733",101,206.5,60012,"left"
"734",303,174,60013,"left"
"735",216.5,188,60013,"left"
"736",146.28877,211.35562,60013,"left"
"737",92.97031,247.35396,60013,"left"
"738",51,266,60013,"left"
"739",294,203,60014,"left"
"740",259,209,60014,"left"
"741",214.15892,221.41264,60014,"left"
"742",138.16054,248.6493,60014,"left"
"743",106.259895,262.87006,60014,"left"
"744",96,268,60014,"left"
"745",298,211,60015,"left"
"746",268,211,60015,"left"
"747",223.2903,207.7196,60015,"left"
"748",172.5,214,60015,"left"
"749",95.4581,236.48088,60015,"left"
"750",77,245,60015,"left"
"751",264,206,70001,"left"
"752",232.55699,189.69707,70001,"left"
"753",197.9514,182.1336,70001,"left"
"754",164.04454,178.56909,70001,"left"
"755",141.83672,177.70486,70001,"left"
"756",118.53467,178,70001,"left"
"757",106.5,176.5,70001,"left"
"758",278,231,70002,"left"
"759",225.5214,223.59285,70002,"left"
"760",191.4357,220.17946,70002,"left"
"761",154.0155,214.13313,70002,"left"
"762",112.25798,202.16505,70002,"left"
"763",107,200,70002,"left"
"764",250,210,70003,"left"
"765",199.27866,196.6836,70003,"left"
"766",152.21904,193.09377,70003,"left"
"767",112.759674,190.55426,70003,"left"
"768",92.22217,192.94873,70003,"left"
"769",92,193,70003,"left"
"770",185,236,70004,"right"
"771",205,226,70004,"right"
"772",244.19885,219.57349,70004,"right"
"773",299.0171,213.47188,70004,"right"
"774",153,209,70005,"right"
"775",194.34724,214.7335,70005,"right"
"776",227.78027,216,70005,"right"
"777",271.5,213,70005,"right"
"778",302.42474,206.03246,70005,"right"
"779",329.2975,202.33781,70005,"right"
"780",319,212,70006,"left"
"781",273.04626,195.63007,70006,"left"
"782",239.56554,189.09836,70006,"left"
"783",198.19872,188.11258,70006,"left"
"784",138.40901,195.513,70006,"left"
"785",111.34993,207.43338,70006,"left"
"786",109,209,70006,"left"
"787",273,223,70007,"left"
"788",246.02986,223,70007,"left"
"789",215.0504,223.2458,70007,"left"
"790",174.72137,227.22446,70007,"left"
"791",147.15079,230.63316,70007,"left"
"792",123.86802,236.71066,70007,"left"
"793",120,238,70007,"left"
"794",294,222,70008,"left"
