"","x","y","no","mark"
"1552",42,253,180008,"left"
"1553",275,198,180009,"left"
"1554",217,213,180009,"left"
"1555",140.51076,240.54153,180009,"left"
"1556",131,244,180009,"left"
"1557",274,208,180010,"left"
"1558",233,199.5,180010,"left"
"1559",180.81767,202.11824,180010,"left"
"1560",59.912148,230.8822,180010,"left"
"1561",21.29365,240.23268,180010,"left"
"1562",154,205,180011,"right"
"1563",179,205,180011,"right"
"1564",228.85104,199.63475,180011,"right"
"1565",320.49612,200,180011,"right"
"1566",274,206,180012,"left"
"1567",245.89076,206,180012,"left"
"1568",206.02496,204.54517,180012,"left"
"1569",98.1735,228.47453,180012,"left"
"1570",58.93928,242.74898,180012,"left"
"1571",55,245,180012,"left"
"1572",298,228,180013,"left"
"1573",283,219,180013,"left"
"1574",249.16997,211.65842,180013,"left"
"1575",210.63138,209.56798,180013,"left"
"1576",84.57437,251.8511,180013,"left"
"1577",42,265,180013,"left"
"1578",200,186,180014,"right"
"1579",242.72417,186,180014,"right"
"1580",283.3069,184.95332,180014,"right"
"1581",322.26035,190.28905,180014,"right"
"1582",327,191,180014,"right"
"1583",129,226,180015,"right"
"1584",195.78358,213.23674,180015,"right"
"1585",283.52628,213,180015,"right"
"1586",333.5,216,180015,"right"
"1587",250,206,180016,"left"
"1588",204.52782,199.45277,180016,"left"
"1589",68.30587,244.74733,180016,"left"
"1590",57,249,180016,"left"
"1591",277,212,180017,"left"
"1592",214.00333,222.05638,180017,"left"
"1593",64.40466,278.52222,180017,"left"
"1594",56,282,180017,"left"
"1595",149,207,180018,"right"
"1596",175.2005,207,180018,"right"
"1597",215.92537,206.00249,180018,"right"
"1598",301.17664,214.07123,180018,"right"
"1599",367,221,180018,"right"
"1600",293,221,180019,"left"
"1601",268,210,180019,"left"
"1602",223.87949,202.23036,180019,"left"
"1603",143.95433,217.72165,180019,"left"
"1604",48.70595,260.56442,180019,"left"
"1605",48,261,180019,"left"
"1606",286,253,180020,"left"
"1607",258.5894,232.00967,180020,"left"
"1608",231.8416,223.43199,180020,"left"
"1609",195.28535,223.19052,180020,"left"
"1610",66.8731,264.8621,180020,"left"
"1611",62.501778,268.09894,180020,"left"
"1612",61,269,180020,"left"
